Kabupaten,Tahun,Bulan,Jumlah_Hotspot,Z_Score,Anomali
SITUBONDO,2022,9,236,0.6519861606384519,False
SITUBONDO,2022,10,34,-0.4793407123125275,False
SITUBONDO,2022,11,9,-0.619356414410421,False
SITUBONDO,2022,12,10,-0.6137557863265053,False
SITUBONDO,2023,1,1,-0.664161439081747,False
SITUBONDO,2023,4,1,-0.664161439081747,False
SITUBONDO,2023,5,43,-0.4289350595572859,False
SITUBONDO,2023,6,193,0.4111591530300751,False
SITUBONDO,2023,7,379,1.4528759766384027,False
SITUBONDO,2023,8,521,2.248165164554438,False
SITUBONDO,2023,9,444,1.8169168020929258,False
SITUBONDO,2023,10,362,1.3576652992118352,False
SITUBONDO,2023,11,62,-0.3225231259628868,False
SITUBONDO,2023,12,9,-0.619356414410421,False
SITUBONDO,2024,2,1,-0.664161439081747,False
SITUBONDO,2024,3,2,-0.6585608109978313,False
SITUBONDO,2024,4,4,-0.6473595548299997,False
SITUBONDO,2024,5,20,-0.5577495054873479,False
SITUBONDO,2024,6,145,0.1423290050021196,False
SITUBONDO,2024,7,385,1.4864797451418972,False
SITUBONDO,2024,8,749,3.5251083676872264,True
SITUBONDO,2024,9,326,1.1560426881908685,False
SITUBONDO,2024,10,164,0.24874093859651863,False
SITUBONDO,2024,11,20,-0.5577495054873479,False
SITUBONDO,2025,2,1,-0.664161439081747,False
SITUBONDO,2025,3,2,-0.6585608109978313,False
SITUBONDO,2025,4,3,-0.6529601829139154,False
SITUBONDO,2025,5,7,-0.6305576705782525,False
SITUBONDO,2025,6,47,-0.4065325472216229,False
SITUBONDO,2025,7,134,0.08072209607904646,False
SITUBONDO,2025,8,357,1.3296621587922564,False
SITUBONDO,2025,9,440,1.7945142897572628,False
SITUBONDO,2025,10,157,0.20953654200910846,False
SITUBONDO,2025,11,4,-0.6473595548299997,False
SUMENEP,2021,9,3,-0.7841663720777802,False
SUMENEP,2021,10,6,-0.7028379775345021,False
SUMENEP,2022,6,2,-0.8112758369255395,False
SUMENEP,2022,8,18,-0.3775243993613897,False
SUMENEP,2022,9,72,1.086386702417616,False
SUMENEP,2022,10,8,-0.6486190478389833,False
SUMENEP,2023,6,3,-0.7841663720777802,False
SUMENEP,2023,7,19,-0.3504149345136303,False
SUMENEP,2023,8,74,1.1406056321131348,False
SUMENEP,2023,9,91,1.6014665345250438,False
SUMENEP,2023,10,76,1.1948245618086535,False
SUMENEP,2023,11,32,0.002008108507241395,False
SUMENEP,2023,12,2,-0.8112758369255395,False
SUMENEP,2024,1,1,-0.8383853017732988,False
SUMENEP,2024,3,1,-0.8383853017732988,False
SUMENEP,2024,5,7,-0.6757285126867427,False
SUMENEP,2024,6,2,-0.8112758369255395,False
SUMENEP,2024,7,28,-0.10642975088379605,False
SUMENEP,2024,8,92,1.6285759993728033,False
SUMENEP,2024,9,124,2.496078874501103,False
SUMENEP,2024,10,88,1.5201381399817657,False
SUMENEP,2024,11,5,-0.7299474423822614,False
SUMENEP,2025,2,1,-0.8383853017732988,False
SUMENEP,2025,7,2,-0.8112758369255395,False
SUMENEP,2025,8,28,-0.10642975088379605,False
SUMENEP,2025,9,47,0.40865008122363183,False
SUMENEP,2025,10,30,-0.05221082118827733,False
TRENGGALEK,2021,3,1,-0.41866388202564053,False
TRENGGALEK,2022,2,1,-0.41866388202564053,False
TRENGGALEK,2022,7,1,-0.41866388202564053,False
TRENGGALEK,2023,4,2,-0.25528285489368324,False
TRENGGALEK,2023,5,1,-0.41866388202564053,False
TRENGGALEK,2023,7,1,-0.41866388202564053,False
TRENGGALEK,2023,9,2,-0.25528285489368324,False
TRENGGALEK,2023,10,9,0.8883843350300177,False
TRENGGALEK,2023,11,1,-0.41866388202564053,False
TRENGGALEK,2024,5,1,-0.41866388202564053,False
TRENGGALEK,2024,7,4,0.07147919937023131,False
TRENGGALEK,2024,8,1,-0.41866388202564053,False
TRENGGALEK,2024,9,25,3.502480769141334,True
TRENGGALEK,2024,10,5,0.23486022650218857,False
TRENGGALEK,2025,8,1,-0.41866388202564053,False
TRENGGALEK,2025,9,1,-0.41866388202564053,False
TUBAN,2021,4,1,-0.6956426082659252,False
TUBAN,2021,9,2,-0.6773261819374752,False
TUBAN,2021,11,1,-0.6956426082659252,False
TUBAN,2022,2,8,-0.5674276239667749,False
TUBAN,2022,3,1,-0.6956426082659252,False
TUBAN,2022,4,35,-0.07288411309862405,False
TUBAN,2022,5,29,-0.18278267106932425,False
TUBAN,2022,6,21,-0.32931408169692455,False
TUBAN,2022,7,14,-0.4575290659960748,False
TUBAN,2022,8,18,-0.3842633606822746,False
TUBAN,2022,9,51,0.2201787081565765,False
TUBAN,2022,10,3,-0.6590097556090252,False
TUBAN,2022,11,1,-0.6956426082659252,False
TUBAN,2023,2,2,-0.6773261819374752,False
TUBAN,2023,3,7,-0.585744050295225,False
TUBAN,2023,4,41,0.037014444872076155,False
TUBAN,2023,5,34,-0.09120053942707408,False
TUBAN,2023,6,47,0.14691300284277636,False
TUBAN,2023,7,133,1.7221256670894793,False
TUBAN,2023,8,139,1.8320242250601797,False
TUBAN,2023,9,156,2.14340347264383,False
TUBAN,2023,10,71,0.5865072347255772,False
TUBAN,2023,11,17,-0.40257978701072467,False
TUBAN,2023,12,14,-0.4575290659960748,False
TUBAN,2024,1,6,-0.604060476623675,False
TUBAN,2024,2,38,-0.01793483411327395,False
TUBAN,2024,3,39,0.00038159221517608576,False
TUBAN,2024,4,31,-0.1461498184124242,False
TUBAN,2024,5,46,0.12859657651432632,False
TUBAN,2024,6,36,-0.05456768677017402,False
TUBAN,2024,7,118,1.447379272162729,False
TUBAN,2024,8,305,4.872550995582885,True
TUBAN,2024,9,96,1.044417892936828,False
TUBAN,2024,10,26,-0.23773195005467435,False
TUBAN,2024,11,1,-0.6956426082659252,False
TUBAN,2024,12,2,-0.6773261819374752,False
TUBAN,2025,1,1,-0.6956426082659252,False
TUBAN,2025,2,2,-0.6773261819374752,False
TUBAN,2025,3,13,-0.4758454923245248,False
TUBAN,2025,4,10,-0.530794771309875,False
TUBAN,2025,5,21,-0.32931408169692455,False
TUBAN,2025,6,23,-0.29268122904002447,False
TUBAN,2025,7,46,0.12859657651432632,False
TUBAN,2025,8,42,0.05533087120052619,False
TUBAN,2025,9,62,0.4216593977695269,False
TUBAN,2025,10,45,0.1102801501858763,False
TUBAN,2025,11,7,-0.585744050295225,False
TUBAN,2025,12,9,-0.5491111976383249,False
TULUNGAGUNG,2022,6,1,-0.5435392439934355,False
TULUNGAGUNG,2022,7,2,-0.47242195973261214,False
TULUNGAGUNG,2022,8,4,-0.33018739121096546,False
TULUNGAGUNG,2022,9,1,-0.5435392439934355,False
TULUNGAGUNG,2022,10,1,-0.5435392439934355,False
TULUNGAGUNG,2022,12,2,-0.47242195973261214,False
TULUNGAGUNG,2023,4,1,-0.5435392439934355,False
TULUNGAGUNG,2023,5,1,-0.5435392439934355,False
TULUNGAGUNG,2023,6,2,-0.47242195973261214,False
TULUNGAGUNG,2023,7,3,-0.40130467547178883,False
TULUNGAGUNG,2023,8,8,-0.04571825416767211,False
TULUNGAGUNG,2023,9,21,0.8788064412230313,False
TULUNGAGUNG,2023,10,44,2.5145039792219683,False
TULUNGAGUNG,2023,11,4,-0.33018739121096546,False
TULUNGAGUNG,2023,12,5,-0.25907010695014215,False
TULUNGAGUNG,2024,5,1,-0.5435392439934355,False
TULUNGAGUNG,2024,6,3,-0.40130467547178883,False
TULUNGAGUNG,2024,7,8,-0.04571825416767211,False
TULUNGAGUNG,2024,8,54,3.2256768218302017,True
TULUNGAGUNG,2024,9,32,1.6610965680920882,False
TULUNGAGUNG,2024,10,29,1.4477447153096181,False
TULUNGAGUNG,2024,11,1,-0.5435392439934355,False
TULUNGAGUNG,2025,2,1,-0.5435392439934355,False
TULUNGAGUNG,2025,7,1,-0.5435392439934355,False
TULUNGAGUNG,2025,8,2,-0.47242195973261214,False
TULUNGAGUNG,2025,9,6,-0.1879528226893188,False
TULUNGAGUNG,2025,10,2,-0.47242195973261214,False
TULUNGAGUNG,2025,12,2,-0.47242195973261214,False
