Kabupaten,Tahun,Bulan,Jumlah_Hotspot,Z_Score,Anomali
LAMONGAN,2024,11,4,-0.4746237237925301,False
LAMONGAN,2025,3,1,-0.5273596931028112,False
LAMONGAN,2025,4,1,-0.5273596931028112,False
LAMONGAN,2025,5,1,-0.5273596931028112,False
LAMONGAN,2025,6,3,-0.49220238022929047,False
LAMONGAN,2025,7,11,-0.35157312873520746,False
LAMONGAN,2025,8,26,-0.08789328218380187,False
LAMONGAN,2025,9,42,0.1933652208043641,False
LAMONGAN,2025,10,35,0.07031462574704149,False
LUMAJANG,2021,1,3,-0.6747684165723117,False
LUMAJANG,2021,2,3,-0.6747684165723117,False
LUMAJANG,2021,3,1,-0.692160874666574,False
LUMAJANG,2021,4,1,-0.692160874666574,False
LUMAJANG,2021,5,17,-0.5530212099124756,False
LUMAJANG,2021,6,9,-0.6225910422895249,False
LUMAJANG,2021,7,5,-0.6573759584780494,False
LUMAJANG,2021,9,1,-0.692160874666574,False
LUMAJANG,2021,10,5,-0.6573759584780494,False
LUMAJANG,2021,11,1,-0.692160874666574,False
LUMAJANG,2021,12,25,-0.4834513775354265,False
LUMAJANG,2022,1,9,-0.6225910422895249,False
LUMAJANG,2022,2,56,-0.2138682770743609,False
LUMAJANG,2022,3,36,-0.3877928580169839,False
LUMAJANG,2022,4,58,-0.19647581898009858,False
LUMAJANG,2022,5,244,1.421022783786295,False
LUMAJANG,2022,6,238,1.368845409503508,False
LUMAJANG,2022,7,71,-0.08342484136739367,False
LUMAJANG,2022,8,30,-0.4399702322997707,False
LUMAJANG,2022,9,48,-0.28343810945141007,False
LUMAJANG,2022,10,25,-0.4834513775354265,False
LUMAJANG,2022,11,16,-0.5617174389596068,False
LUMAJANG,2022,12,14,-0.5791098970538691,False
LUMAJANG,2023,1,28,-0.45736269039403304,False
LUMAJANG,2023,2,7,-0.6399835003837872,False
LUMAJANG,2023,3,75,-0.04863992517886908,False
LUMAJANG,2023,4,35,-0.396489087064115,False
LUMAJANG,2023,5,250,1.4732001580690819,False
LUMAJANG,2023,6,587,4.4038293469522785,True
LUMAJANG,2023,7,445,3.168964822259656,True
LUMAJANG,2023,8,385,2.6471910794317868,False
LUMAJANG,2023,9,162,0.7079320019215408,False
LUMAJANG,2023,10,98,0.1513733429051473,False
LUMAJANG,2023,11,59,-0.18777958993296745,False
LUMAJANG,2023,12,58,-0.19647581898009858,False
LUMAJANG,2024,1,21,-0.5182362937239511,False
LUMAJANG,2024,2,25,-0.4834513775354265,False
LUMAJANG,2024,3,11,-0.6051985841952625,False
LUMAJANG,2024,4,14,-0.5791098970538691,False
LUMAJANG,2024,5,56,-0.2138682770743609,False
LUMAJANG,2024,6,272,1.6645171971059671,False
LUMAJANG,2024,7,179,0.8557678957227703,False
LUMAJANG,2024,8,128,0.4122602143190818,False
LUMAJANG,2024,9,125,0.3861715271776883,False
LUMAJANG,2024,10,100,0.16876580099940963,False
LUMAJANG,2024,11,48,-0.28343810945141007,False
LUMAJANG,2024,12,8,-0.631287271336656,False
LUMAJANG,2025,1,3,-0.6747684165723117,False
LUMAJANG,2025,2,4,-0.6660721875251806,False
LUMAJANG,2025,3,14,-0.5791098970538691,False
LUMAJANG,2025,4,30,-0.4399702322997707,False
LUMAJANG,2025,5,17,-0.5530212099124756,False
LUMAJANG,2025,6,32,-0.42257777420550846,False
LUMAJANG,2025,7,97,0.14267711385801618,False
LUMAJANG,2025,8,94,0.11658842671662273,False
LUMAJANG,2025,9,83,0.020929907198180102,False
LUMAJANG,2025,10,93,0.10789219766949158,False
LUMAJANG,2025,11,69,-0.10081729946165596,False
LUMAJANG,2025,12,127,0.4035639852719506,False
MADIUN,2021,7,2,-0.6165199011567472,False
MADIUN,2021,10,1,-0.6294120275438935,False
MADIUN,2022,6,1,-0.6294120275438935,False
MADIUN,2022,7,5,-0.5778435219953082,False
MADIUN,2022,8,16,-0.4360301317366987,False
MADIUN,2022,9,45,-0.06215846650945544,False
MADIUN,2022,10,1,-0.6294120275438935,False
MADIUN,2022,12,1,-0.6294120275438935,False
MADIUN,2023,4,1,-0.6294120275438935,False
MADIUN,2023,5,1,-0.6294120275438935,False
MADIUN,2023,6,22,-0.3586773734138208,False
MADIUN,2023,7,142,1.1883777930437374,False
MADIUN,2023,8,170,1.5493573318838343,False
MADIUN,2023,9,128,1.0078880236236891,False
MADIUN,2023,10,57,0.09254705013630038,False
MADIUN,2023,11,8,-0.5391671428338692,False
MADIUN,2023,12,4,-0.5907356483824545,False
MADIUN,2024,1,2,-0.6165199011567472,False
MADIUN,2024,2,1,-0.6294120275438935,False
MADIUN,2024,6,2,-0.6165199011567472,False
MADIUN,2024,7,112,0.8016140014293479,False
MADIUN,2024,8,338,3.7152345649244163,True
MADIUN,2024,9,141,1.1754856666565912,False
MADIUN,2024,10,13,-0.47470651089813765,False
MADIUN,2025,7,3,-0.6036277747696008,False
MADIUN,2025,8,66,0.20857618762061725,False
MADIUN,2025,9,94,0.5695557264607142,False
MADIUN,2025,10,18,-0.41024587896240605,False
MAGETAN,2021,9,1,-0.43266632247630965,False
MAGETAN,2022,6,2,-0.4135217949331101,False
MAGETAN,2022,7,3,-0.3943772673899106,False
MAGETAN,2022,8,1,-0.43266632247630965,False
MAGETAN,2022,9,16,-0.14549840932831654,False
MAGETAN,2022,12,2,-0.4135217949331101,False
MAGETAN,2023,6,4,-0.375232739846711,False
MAGETAN,2023,7,34,0.19910308644927519,False
MAGETAN,2023,8,63,0.7542943852020619,False
MAGETAN,2023,9,38,0.27568119662207335,False
MAGETAN,2023,10,261,4.5449108387555714,True
MAGETAN,2023,11,4,-0.375232739846711,False
MAGETAN,2024,1,1,-0.43266632247630965,False
MAGETAN,2024,5,1,-0.43266632247630965,False
MAGETAN,2024,6,5,-0.3560882123035115,False
MAGETAN,2024,7,16,-0.14549840932831654,False
MAGETAN,2024,8,49,0.4862709995972683,False
MAGETAN,2024,9,34,0.19910308644927519,False
MAGETAN,2024,10,11,-0.24122104704431424,False
MAGETAN,2024,11,1,-0.43266632247630965,False
MAGETAN,2025,6,2,-0.4135217949331101,False
MAGETAN,2025,7,9,-0.2795101021307133,False
MAGETAN,2025,8,12,-0.2220765195011147,False
MAGETAN,2025,9,13,-0.20293199195791517,False
MAGETAN,2025,10,7,-0.3177991572171124,False
MALANG,2021,1,3,-0.9863220041648623,False
MALANG,2021,2,1,-1.0096257779420217,False
MALANG,2021,3,1,-1.0096257779420217,False
MALANG,2021,5,9,-0.9164106828333839,False
MALANG,2021,6,2,-0.9979738910534419,False
MALANG,2021,7,1,-1.0096257779420217,False
MALANG,2021,10,1,-1.0096257779420217,False
MALANG,2021,11,1,-1.0096257779420217,False
MALANG,2021,12,8,-0.9280625697219637,False
MALANG,2022,1,4,-0.9746701172762825,False
MALANG,2022,2,32,-0.6484172843960504,False
MALANG,2022,3,36,-0.6018097368417316,False
MALANG,2022,4,86,-0.01921539241274555,False
MALANG,2022,5,141,0.621638386459139,False
MALANG,2022,6,132,0.5167714044619215,False
MALANG,2022,7,70,-0.20564558263002106,False
MALANG,2022,8,34,-0.625113510618891,False
MALANG,2022,9,50,-0.43868332040161545,False
MALANG,2022,10,17,-0.8231955877247462,False
MALANG,2022,11,11,-0.8931069090562245,False
MALANG,2022,12,19,-0.7998918139475868,False
MALANG,2023,1,25,-0.7299804926161084,False
MALANG,2023,2,20,-0.788239927059007,False
MALANG,2023,3,96,0.09730347647305164,False
MALANG,2023,4,58,-0.3454682252929777,False
MALANG,2023,5,190,1.1925808439995453,False
MALANG,2023,6,217,1.507181789991198,False
MALANG,2023,7,240,1.7751751884285314,False
MALANG,2023,8,283,2.2762063246374593,False
MALANG,2023,9,360,3.1734016150580975,True
MALANG,2023,10,256,1.961605378645807,False
MALANG,2023,11,120,0.3769487617989649,False
MALANG,2023,12,111,0.2720817798017474,False
MALANG,2024,1,35,-0.6134616237303112,False
MALANG,2024,2,60,-0.32216445151581824,False
MALANG,2024,3,31,-0.6600691712846302,False
MALANG,2024,4,34,-0.625113510618891,False
MALANG,2024,5,117,0.34199310113322573,False
MALANG,2024,6,196,1.2624921653310235,False
MALANG,2024,7,128,0.47016385690760265,False
MALANG,2024,8,279,2.2295987770831402,False
MALANG,2024,9,210,1.4256185817711395,False
MALANG,2024,10,169,0.9478912193393711,False
MALANG,2024,11,91,0.03904404203015305,False
MALANG,2024,12,18,-0.8115437008361664,False
MALANG,2025,1,19,-0.7998918139475868,False
MALANG,2025,2,25,-0.7299804926161084,False
MALANG,2025,3,35,-0.6134616237303112,False
MALANG,2025,4,104,0.1905185715816894,False
MALANG,2025,5,53,-0.40372765973587627,False
MALANG,2025,6,96,0.09730347647305164,False
MALANG,2025,7,127,0.45851197001902294,False
MALANG,2025,8,137,0.5750308389048201,False
MALANG,2025,9,132,0.5167714044619215,False
MALANG,2025,10,122,0.40025253557612434,False
MALANG,2025,11,56,-0.36877199907013714,False
MALANG,2025,12,87,-0.007563505524165832,False
MOJOKERTO,2021,1,5,-0.4322252655381275,False
MOJOKERTO,2021,2,2,-0.4895744949236212,False
MOJOKERTO,2021,3,3,-0.47045808512845666,False
MOJOKERTO,2021,4,5,-0.4322252655381275,False
MOJOKERTO,2021,5,2,-0.4895744949236212,False
MOJOKERTO,2021,6,4,-0.4513416753332921,False
MOJOKERTO,2021,7,1,-0.5086909047187858,False
MOJOKERTO,2021,9,2,-0.4895744949236212,False
MOJOKERTO,2021,10,3,-0.47045808512845666,False
MOJOKERTO,2021,11,2,-0.4895744949236212,False
MOJOKERTO,2021,12,2,-0.4895744949236212,False
MOJOKERTO,2022,1,2,-0.4895744949236212,False
MOJOKERTO,2022,2,6,-0.41310885574296297,False
MOJOKERTO,2022,3,16,-0.22194475779131734,False
MOJOKERTO,2022,4,16,-0.22194475779131734,False
MOJOKERTO,2022,5,4,-0.4513416753332921,False
MOJOKERTO,2022,6,9,-0.35575962635746927,False
MOJOKERTO,2022,7,16,-0.22194475779131734,False
MOJOKERTO,2022,8,13,-0.27929398717681103,False
MOJOKERTO,2022,9,17,-0.2028283479961528,False
MOJOKERTO,2022,10,9,-0.35575962635746927,False
MOJOKERTO,2022,11,3,-0.47045808512845666,False
MOJOKERTO,2022,12,3,-0.47045808512845666,False
MOJOKERTO,2023,1,2,-0.4895744949236212,False
MOJOKERTO,2023,2,1,-0.5086909047187858,False
MOJOKERTO,2023,3,10,-0.3366432165623047,False
MOJOKERTO,2023,4,4,-0.4513416753332921,False
MOJOKERTO,2023,5,16,-0.22194475779131734,False
MOJOKERTO,2023,6,45,0.33243112626845495,False
MOJOKERTO,2023,7,82,1.0397382886895437,False
MOJOKERTO,2023,8,143,2.205839286194582,False
MOJOKERTO,2023,9,174,2.7984479898446835,False
MOJOKERTO,2023,10,291,5.035067935878938,True
MOJOKERTO,2023,11,60,0.6191772731959233,False
MOJOKERTO,2023,12,4,-0.4513416753332921,False
MOJOKERTO,2024,1,2,-0.4895744949236212,False
MOJOKERTO,2024,2,6,-0.41310885574296297,False
MOJOKERTO,2024,3,5,-0.4322252655381275,False
MOJOKERTO,2024,4,4,-0.4513416753332921,False
MOJOKERTO,2024,5,8,-0.3748760361526339,False
MOJOKERTO,2024,6,29,0.026568569545821964,False
MOJOKERTO,2024,7,61,0.6382936829910879,False
MOJOKERTO,2024,8,160,2.5308182527123795,False
MOJOKERTO,2024,9,104,1.460299304183164,False
MOJOKERTO,2024,10,75,0.9059234201233918,False
MOJOKERTO,2024,11,7,-0.3939924459477984,False
MOJOKERTO,2024,12,1,-0.5086909047187858,False
MOJOKERTO,2025,1,2,-0.4895744949236212,False
MOJOKERTO,2025,2,1,-0.5086909047187858,False
MOJOKERTO,2025,3,3,-0.47045808512845666,False
MOJOKERTO,2025,4,10,-0.3366432165623047,False
MOJOKERTO,2025,5,4,-0.4513416753332921,False
MOJOKERTO,2025,6,3,-0.47045808512845666,False
MOJOKERTO,2025,7,19,-0.16459552840582367,False
MOJOKERTO,2025,8,44,0.3133147164732904,False
MOJOKERTO,2025,9,49,0.40889676544911324,False
MOJOKERTO,2025,10,48,0.38978035565394864,False
MOJOKERTO,2025,11,6,-0.41310885574296297,False
MOJOKERTO,2025,12,1,-0.5086909047187858,False
NGANJUK,2021,7,1,-0.5386731294363323,False
NGANJUK,2021,9,1,-0.5386731294363323,False
NGANJUK,2022,2,1,-0.5386731294363323,False
NGANJUK,2022,6,1,-0.5386731294363323,False
NGANJUK,2022,7,7,-0.46975972268541555,False
NGANJUK,2022,8,28,-0.22856279905720706,False
NGANJUK,2022,9,35,-0.1481638245144709,False
NGANJUK,2022,10,10,-0.4353030193099572,False
NGANJUK,2022,11,2,-0.5271875616445127,False
NGANJUK,2023,1,2,-0.5271875616445127,False
NGANJUK,2023,2,1,-0.5386731294363323,False
NGANJUK,2023,3,1,-0.5386731294363323,False
NGANJUK,2023,4,7,-0.46975972268541555,False
NGANJUK,2023,5,3,-0.5157019938526933,False
NGANJUK,2023,6,23,-0.2859906380163043,False
NGANJUK,2023,7,135,1.0003929546674741,False
NGANJUK,2023,8,278,2.6428291488976554,False
NGANJUK,2023,9,265,2.4935167676040026,False
NGANJUK,2023,10,86,0.4376001328683211,False
NGANJUK,2023,11,23,-0.2859906380163043,False
NGANJUK,2023,12,7,-0.46975972268541555,False
NGANJUK,2024,1,9,-0.4467885871017766,False
NGANJUK,2024,2,2,-0.5271875616445127,False
NGANJUK,2024,3,2,-0.5271875616445127,False
NGANJUK,2024,5,2,-0.5271875616445127,False
NGANJUK,2024,6,11,-0.4238174515181377,False
NGANJUK,2024,7,131,0.9544506835001964,False
NGANJUK,2024,8,377,3.7799003602877814,True
NGANJUK,2024,9,178,1.4942723697157105,False
NGANJUK,2024,10,26,-0.25153393464084595,False
NGANJUK,2024,11,5,-0.49273085826905444,False
NGANJUK,2025,3,1,-0.5386731294363323,False
NGANJUK,2025,4,2,-0.5271875616445127,False
NGANJUK,2025,5,3,-0.5157019938526933,False
NGANJUK,2025,6,2,-0.5271875616445127,False
NGANJUK,2025,7,17,-0.35490404476722104,False
NGANJUK,2025,8,59,0.12748980248919592,False
NGANJUK,2025,9,109,0.7017681920801685,False
NGANJUK,2025,10,58,0.11600423469737647,False
NGANJUK,2025,12,5,-0.49273085826905444,False
NGAWI,2021,6,2,-0.6625694555160506,False
NGAWI,2021,9,1,-0.676616864466921,False
NGAWI,2021,10,2,-0.6625694555160506,False
NGAWI,2022,5,1,-0.676616864466921,False
NGAWI,2022,6,1,-0.676616864466921,False
NGAWI,2022,7,7,-0.592332410761699,False
NGAWI,2022,8,22,-0.381621276498644,False
NGAWI,2022,9,22,-0.381621276498644,False
NGAWI,2022,10,2,-0.6625694555160506,False
NGAWI,2023,1,1,-0.676616864466921,False
NGAWI,2023,5,2,-0.6625694555160506,False
NGAWI,2023,6,43,-0.08662568853036702,False
NGAWI,2023,7,163,1.599063385574073,False
NGAWI,2023,8,222,2.4278605136754225,False
NGAWI,2023,9,143,1.3181152065566664,False
NGAWI,2023,10,207,2.217149379412368,False
NGAWI,2023,11,1,-0.676616864466921,False
NGAWI,2023,12,2,-0.6625694555160506,False
NGAWI,2024,5,1,-0.676616864466921,False
NGAWI,2024,6,20,-0.4097160944003847,False
NGAWI,2024,7,92,0.6016973500622793,False
NGAWI,2024,8,210,2.259291606264979,False
NGAWI,2024,9,126,1.0793092543918708,False
NGAWI,2024,10,6,-0.6063798197125694,False
NGAWI,2025,5,4,-0.63447463761431,False
NGAWI,2025,6,3,-0.6485220465651803,False
NGAWI,2025,7,29,-0.2832894138425517,False
NGAWI,2025,8,53,0.05384840097833631,False
NGAWI,2025,9,67,0.25051212629052094,False
NGAWI,2025,10,20,-0.4097160944003847,False
PACITAN,2022,8,1,-0.8041806928957865,False
PACITAN,2023,6,1,-0.8041806928957865,False
PACITAN,2023,7,1,-0.8041806928957865,False
PACITAN,2023,8,13,0.0,False
PACITAN,2023,9,34,1.4073162125676264,False
PACITAN,2023,10,44,2.077466789980782,False
PACITAN,2023,11,17,0.26806023096526216,False
PACITAN,2024,8,4,-0.6031355196718399,False
PACITAN,2024,9,5,-0.5361204619305243,False
PACITAN,2024,10,10,-0.20104517322394663,False
PAMEKASAN,2022,8,1,-1.0201791524072483,False
PAMEKASAN,2022,9,7,0.41241284884548346,False
PAMEKASAN,2023,3,1,-1.0201791524072483,False
PAMEKASAN,2023,6,2,-0.7814138188651264,False
PAMEKASAN,2023,7,8,0.6511781823876055,False
PAMEKASAN,2023,8,7,0.41241284884548346,False
PAMEKASAN,2023,9,11,1.3674741830139714,False
PAMEKASAN,2023,10,4,-0.30388315178088243,False
PAMEKASAN,2023,11,1,-1.0201791524072483,False
PAMEKASAN,2023,12,1,-1.0201791524072483,False
PAMEKASAN,2024,5,2,-0.7814138188651264,False
PAMEKASAN,2024,6,7,0.41241284884548346,False
PAMEKASAN,2024,7,15,2.322535517182459,False
PAMEKASAN,2024,8,4,-0.30388315178088243,False
PAMEKASAN,2024,9,9,0.8899435159297274,False
PAMEKASAN,2024,10,5,-0.06511781823876048,False
PAMEKASAN,2025,5,1,-1.0201791524072483,False
PAMEKASAN,2025,7,13,1.8450048500982152,False
PAMEKASAN,2025,8,7,0.41241284884548346,False
PAMEKASAN,2025,9,7,0.41241284884548346,False
PAMEKASAN,2025,10,2,-0.7814138188651264,False
PAMEKASAN,2025,11,1,-1.0201791524072483,False
PASURUAN,2021,2,1,-0.48468005837886774,False
PASURUAN,2021,3,2,-0.47123370114767593,False
PASURUAN,2021,6,1,-0.48468005837886774,False
PASURUAN,2021,12,1,-0.48468005837886774,False
PASURUAN,2022,2,1,-0.48468005837886774,False
PASURUAN,2022,3,3,-0.4577873439164841,False
PASURUAN,2022,4,4,-0.4443409866852923,False
PASURUAN,2022,7,12,-0.336770128835758,False
PASURUAN,2022,8,13,-0.3233237716045662,False
PASURUAN,2022,9,37,-0.0006111980559632805,False
PASURUAN,2022,10,1,-0.48468005837886774,False
PASURUAN,2023,1,1,-0.48468005837886774,False
PASURUAN,2023,3,8,-0.3905555577605252,False
PASURUAN,2023,4,4,-0.4443409866852923,False
PASURUAN,2023,5,27,-0.13507477036788118,False
PASURUAN,2023,6,53,0.21453051764310535,False
PASURUAN,2023,7,57,0.2683159465678725,False
PASURUAN,2023,8,210,2.3256086029402163,False
PASURUAN,2023,9,438,5.3913780516519445,True
PASURUAN,2023,10,123,1.1557755238265306,False
PASURUAN,2023,11,35,-0.02750391251834686,False
PASURUAN,2023,12,14,-0.30987741437337446,False
PASURUAN,2024,1,5,-0.43089462945410056,False
PASURUAN,2024,2,2,-0.47123370114767593,False
PASURUAN,2024,3,5,-0.43089462945410056,False
PASURUAN,2024,4,1,-0.48468005837886774,False
PASURUAN,2024,5,13,-0.3233237716045662,False
PASURUAN,2024,6,71,0.4565649478045576,False
PASURUAN,2024,7,36,-0.01405755528715507,False
PASURUAN,2024,8,111,0.9944192370522291,False
PASURUAN,2024,9,90,0.7120457351972016,False
PASURUAN,2024,10,51,0.18763780318072176,False
PASURUAN,2024,11,10,-0.3636628432981416,False
PASURUAN,2024,12,1,-0.48468005837886774,False
PASURUAN,2025,3,3,-0.4577873439164841,False
PASURUAN,2025,4,14,-0.30987741437337446,False
PASURUAN,2025,5,2,-0.47123370114767593,False
PASURUAN,2025,6,7,-0.40400191499171695,False
PASURUAN,2025,7,20,-0.2291992709862237,False
PASURUAN,2025,8,39,0.026281516406420298,False
PASURUAN,2025,9,65,0.37588680441740685,False
PASURUAN,2025,10,32,-0.06784298421192222,False
PASURUAN,2025,11,2,-0.47123370114767593,False
PASURUAN,2025,12,4,-0.4443409866852923,False
PONOROGO,2021,3,1,-0.6031255382446044,False
PONOROGO,2021,10,3,-0.5740452326397536,False
PONOROGO,2022,6,2,-0.588585385442179,False
PONOROGO,2022,7,3,-0.5740452326397536,False
PONOROGO,2022,9,8,-0.5013444686276267,False
PONOROGO,2023,2,1,-0.6031255382446044,False
PONOROGO,2023,3,1,-0.6031255382446044,False
PONOROGO,2023,6,6,-0.5304247742324775,False
PONOROGO,2023,7,29,-0.19600125977669397,False
PONOROGO,2023,8,155,1.636057993328903,False
PONOROGO,2023,9,235,2.7992702175229325,False
PONOROGO,2023,10,118,1.0980723396391643,False
PONOROGO,2023,11,31,-0.16692095417184322,False
PONOROGO,2023,12,4,-0.5595050798373282,False
PONOROGO,2024,6,1,-0.6031255382446044,False
PONOROGO,2024,7,24,-0.2687020237888208,False
PONOROGO,2024,8,192,2.1740436470186415,False
PONOROGO,2024,9,153,1.6069776877240523,False
PONOROGO,2024,10,37,-0.079680037357291,False
PONOROGO,2025,2,1,-0.6031255382446044,False
PONOROGO,2025,6,2,-0.588585385442179,False
PONOROGO,2025,7,2,-0.588585385442179,False
PONOROGO,2025,8,10,-0.472264163022776,False
PONOROGO,2025,9,33,-0.1378406485669925,False
PONOROGO,2025,10,10,-0.472264163022776,False
PROBOLINGGO,2021,6,3,-0.35523438580337213,False
PROBOLINGGO,2021,12,1,-0.3767779345798456,False
PROBOLINGGO,2022,2,1,-0.3767779345798456,False
PROBOLINGGO,2022,3,1,-0.3767779345798456,False
PROBOLINGGO,2022,5,1,-0.3767779345798456,False
PROBOLINGGO,2022,6,4,-0.3444626114151354,False
PROBOLINGGO,2022,7,3,-0.35523438580337213,False
PROBOLINGGO,2022,8,6,-0.32291906263866194,False
PROBOLINGGO,2022,9,15,-0.2259730931445314,False
PROBOLINGGO,2022,10,1,-0.3767779345798456,False
PROBOLINGGO,2022,11,2,-0.36600616019160886,False
PROBOLINGGO,2022,12,1,-0.3767779345798456,False
PROBOLINGGO,2023,1,1,-0.3767779345798456,False
PROBOLINGGO,2023,2,2,-0.36600616019160886,False
PROBOLINGGO,2023,3,4,-0.3444626114151354,False
PROBOLINGGO,2023,4,5,-0.33369083702689867,False
PROBOLINGGO,2023,5,5,-0.33369083702689867,False
PROBOLINGGO,2023,6,8,-0.3013755138621885,False
PROBOLINGGO,2023,7,47,0.11872368727904394,False
PROBOLINGGO,2023,8,132,1.0343245102791658,False
PROBOLINGGO,2023,9,269,2.5100576014675977,False
PROBOLINGGO,2023,10,548,5.515382655785645,True
PROBOLINGGO,2023,11,67,0.3341591750437785,False
PROBOLINGGO,2023,12,14,-0.23674486753276813,False
PROBOLINGGO,2024,1,1,-0.3767779345798456,False
PROBOLINGGO,2024,2,1,-0.3767779345798456,False
PROBOLINGGO,2024,3,5,-0.33369083702689867,False
PROBOLINGGO,2024,4,8,-0.3013755138621885,False
PROBOLINGGO,2024,5,14,-0.23674486753276813,False
PROBOLINGGO,2024,6,12,-0.2582884163092416,False
PROBOLINGGO,2024,7,40,0.04332126656138683,False
PROBOLINGGO,2024,8,108,0.7758019249614844,False
PROBOLINGGO,2024,9,181,1.5621414553027657,False
PROBOLINGGO,2024,10,24,-0.12902712365040084,False
PROBOLINGGO,2024,11,1,-0.3767779345798456,False
PROBOLINGGO,2025,1,1,-0.3767779345798456,False
PROBOLINGGO,2025,3,1,-0.3767779345798456,False
PROBOLINGGO,2025,4,6,-0.32291906263866194,False
PROBOLINGGO,2025,5,5,-0.33369083702689867,False
PROBOLINGGO,2025,6,6,-0.32291906263866194,False
PROBOLINGGO,2025,7,14,-0.23674486753276813,False
PROBOLINGGO,2025,8,36,0.0002341690084399156,False
PROBOLINGGO,2025,9,35,-0.010537605379796814,False
PROBOLINGGO,2025,10,9,-0.2906037394739518,False
PROBOLINGGO,2025,11,3,-0.35523438580337213,False
PROBOLINGGO,2025,12,3,-0.35523438580337213,False
SAMPANG,2021,5,2,-0.6644096163880419,False
SAMPANG,2021,10,3,-0.537305168035547,False
SAMPANG,2022,8,3,-0.537305168035547,False
SAMPANG,2022,9,6,-0.15599182297806205,False
SAMPANG,2022,10,2,-0.6644096163880419,False
SAMPANG,2023,6,7,-0.028887374625567067,False
SAMPANG,2023,7,7,-0.028887374625567067,False
SAMPANG,2023,8,10,0.3524259704319178,False
SAMPANG,2023,9,18,1.3692615572518776,False
SAMPANG,2023,10,13,0.7337393154894027,False
SAMPANG,2023,11,2,-0.6644096163880419,False
SAMPANG,2024,4,1,-0.7915140647405369,False
SAMPANG,2024,6,1,-0.7915140647405369,False
SAMPANG,2024,7,13,0.7337393154894027,False
SAMPANG,2024,8,34,3.402932730891797,True
SAMPANG,2024,9,14,0.8608437638418978,False
SAMPANG,2024,10,6,-0.15599182297806205,False
SAMPANG,2025,4,1,-0.7915140647405369,False
SAMPANG,2025,8,11,0.4795304187844128,False
SAMPANG,2025,9,1,-0.7915140647405369,False
SAMPANG,2025,10,3,-0.537305168035547,False
SAMPANG,2025,12,1,-0.7915140647405369,False
SIDOARJO,2021,3,1,-0.745773127516539,False
SIDOARJO,2021,5,2,-0.7055766401389274,False
SIDOARJO,2021,6,1,-0.745773127516539,False
SIDOARJO,2021,9,3,-0.6653801527613158,False
SIDOARJO,2021,10,1,-0.745773127516539,False
SIDOARJO,2022,1,1,-0.745773127516539,False
SIDOARJO,2022,2,3,-0.6653801527613158,False
SIDOARJO,2022,3,7,-0.5045942032508692,False
SIDOARJO,2022,4,2,-0.7055766401389274,False
SIDOARJO,2022,5,1,-0.745773127516539,False
SIDOARJO,2022,6,6,-0.5447906906284808,False
SIDOARJO,2022,7,22,0.09835310741330507,False
SIDOARJO,2022,8,11,-0.3438082537404228,False
SIDOARJO,2022,9,22,0.09835310741330507,False
SIDOARJO,2022,10,2,-0.7055766401389274,False
SIDOARJO,2022,11,3,-0.6653801527613158,False
SIDOARJO,2022,12,2,-0.7055766401389274,False
SIDOARJO,2023,1,2,-0.7055766401389274,False
SIDOARJO,2023,3,19,-0.022236354719529804,False
SIDOARJO,2023,4,4,-0.6251836653837041,False
SIDOARJO,2023,5,15,-0.18302230422997628,False
SIDOARJO,2023,6,38,0.741496905455091,False
SIDOARJO,2023,7,37,0.7013004180774793,False
SIDOARJO,2023,8,75,2.228766938426721,False
SIDOARJO,2023,9,60,1.6258196277625467,False
SIDOARJO,2023,10,58,1.5454266530073235,False
SIDOARJO,2023,11,23,0.1385495947909167,False
SIDOARJO,2023,12,6,-0.5447906906284808,False
SIDOARJO,2024,1,3,-0.6653801527613158,False
SIDOARJO,2024,2,5,-0.5849871780060925,False
SIDOARJO,2024,3,1,-0.745773127516539,False
SIDOARJO,2024,4,5,-0.5849871780060925,False
SIDOARJO,2024,5,14,-0.2232187916075879,False
SIDOARJO,2024,6,25,0.21894256954613991,False
SIDOARJO,2024,7,31,0.46012149381180967,False
SIDOARJO,2024,8,68,1.9473915267834396,False
SIDOARJO,2024,9,92,2.9121072238461188,False
SIDOARJO,2024,10,98,3.1532861481117886,True
SIDOARJO,2024,11,18,-0.06243284209714142,False
SIDOARJO,2025,3,1,-0.745773127516539,False
SIDOARJO,2025,4,4,-0.6251836653837041,False
SIDOARJO,2025,5,4,-0.6251836653837041,False
SIDOARJO,2025,6,6,-0.5447906906284808,False
SIDOARJO,2025,7,16,-0.14282581685236467,False
SIDOARJO,2025,8,28,0.3395320316789748,False
SIDOARJO,2025,9,34,0.5807109559446445,False
SIDOARJO,2025,10,39,0.7816933928327027,False
SITUBONDO,2021,2,1,-0.664161439081747,False
SITUBONDO,2021,6,4,-0.6473595548299997,False
SITUBONDO,2021,7,2,-0.6585608109978313,False
SITUBONDO,2021,9,3,-0.6529601829139154,False
SITUBONDO,2021,10,1,-0.664161439081747,False
SITUBONDO,2022,1,1,-0.664161439081747,False
SITUBONDO,2022,3,1,-0.664161439081747,False
SITUBONDO,2022,4,1,-0.664161439081747,False
SITUBONDO,2022,5,7,-0.6305576705782525,False
SITUBONDO,2022,6,34,-0.4793407123125275,False
SITUBONDO,2022,7,51,-0.3841300348859599,False
SITUBONDO,2022,8,123,0.019115187155973313,False
